Casa,Brand,Family,Item Code,Smart,Inches,Resolution,Tot Qty,Unit Price,Revenue,Refresh Rate,Sound Quality,Connectivity Options,Energy Efficiency,Pixel Density (PPI),Response Time (ms),Month
North,TCL,LED,LED50S,Yes,55,UHD,86,632,54352,120,Premium,3,B,176.2325736,4,July
Beirut,TCL,LED,PLED32S,Yes,58,HD,109,632,68888,120,Premium,3,B,33.89087954,4,July
South,LG,LED,LED65U,Yes,55,UHD,96,634,60864,120,Enhanced,3,B,67.78175908,4,July
Bekaa,Sony,LED,PLED29,Yes,43,FHD,90,640,57600,120,Enhanced,2,D,80.10571528,4,July
Bekaa,Sony,LED,T41,Yes,43,FHD,98,655,64190,120,Basic,3,D,44.0581434,4,July
North,TCL,LED,T58,Yes,45,UHD,91,655,59605,120,Basic,3,B,45.89389938,4,July
North,Samsung,LED,LED50S,Yes,58,HD,86,657,56502,60,Basic,4,B,176.2325736,10,July
North,TCL,LED,LED50S,Yes,58,HD,86,658,56588,60,Premium,4,B,58.7441912,10,July
Bekaa,Samsung,LED,LED50S,Yes,58,HD,72,661,47592,120,Premium,3,B,75.96231621,4,July
Bekaa,LG,LED,T32,Yes,43,UHD,92,670,61640,120,Enhanced,3,A,58.7441912,4,July
South,Samsung,LED,LED50S,Yes,58,HD,96,671,64416,60,Basic,4,B,75.96231621,10,July
North,LG,LED,LED50S,Yes,58,HD,86,678,58308,120,Premium,2,B,40.05285764,4,July
Bekaa,Samsung,LED,LED50S,Yes,58,HD,74,681,50394,120,Premium,3,B,29.3720956,4,July
North,TCL,LED,LED50S,Yes,58,HD,86,691,59426,120,Basic,4,B,35.81962878,4,July
Mount Lebanon,Samsung,LED,PLED40S,Yes,40,UHD,89,695,61855,60,Enhanced,3,A,84.72719885,10,July
Bekaa,TCL,LED,LED50S,Yes,58,FHD,73,697,50881,60,Basic,4,B,137.6816981,10,July
Mount Lebanon,Samsung,LED,PLED41S,Yes,52,UHD,101,699,70599,60,Premium,3,D,58.7441912,10,January
North,TCL,LED,LED50S,Yes,58,FHD,86,700,60200,60,Basic,4,B,36.7151195,10,July
Mount Lebanon,Sony,LED,PLED40S,Yes,75,HD,87,703,61161,120,Basic,2,A,55.07267925,4,July
North,TCL,LED,LED55U,Yes,58,FHD,91,704,64064,120,Basic,3,E,45.89389938,4,July
Bekaa,TCL,LED,LED50S,Yes,58,FHD,74,705,52170,120,Basic,4,B,80.10571528,4,July
North,TCL,LED,LED50S,Yes,58,FHD,86,720,61920,120,Premium,4,B,137.6816981,4,July
South,Panasonic,LED,PLED50,Yes,65,HD,85,723,61455,120,Enhanced,3,E,19.58139707,4,July
North,TCL,LED,PLED45S,Yes,45,FHD,115,725,83375,60,Premium,3,E,35.81962878,10,January
Bekaa,Samsung,LED,LED50S,Yes,58,HD,74,733,54242,60,Basic,4,B,42.36359942,10,July
North,TCL,LED,LED50S,Yes,58,FHD,86,756,65016,120,Premium,4,B,88.1162868,4,July
North,Samsung,LED,LED50S,Yes,58,FHD,86,760,65360,120,Premium,3,B,88.1162868,4,July
North,Samsung,LED,LED50S,Yes,58,FHD,86,766,65876,60,Premium,3,B,75.96231621,10,July
North,LG,LED,LED50S,Yes,58,HD,85,771,65535,60,Basic,4,A,88.1162868,10,July
Bekaa,Sony,LED,LED50S,Yes,58,HD,66,771,50886,120,Premium,2,B,51.2303993,4,July
Bekaa,Panasonic,LED,LED50S,Yes,58,HD,75,772,57900,120,Premium,3,A,40.05285764,4,July
Bekaa,LG,LED,LED50S,Yes,58,HD,70,775,54250,120,Basic,4,A,84.72719885,4,July
Beirut,Samsung,LED,T43,Yes,45,FHD,85,782,66470,60,Enhanced,3,D,33.89087954,10,July
Bekaa,LG,LED,LED50S,Yes,58,FHD,70,784,54880,120,Basic,4,A,102.4607986,4,July
Bekaa,TCL,LED,LED50S,Yes,58,UHD,63,792,49896,120,Premium,4,A,51.2303993,4,July
Bekaa,LG,LED,LED50S,Yes,58,FHD,72,796,57312,60,Basic,4,A,110.1453585,10,July
North,Samsung,LED,LED50S,Yes,58,FHD,86,797,68542,60,Basic,4,A,34.15359954,10,July
Bekaa,TCL,LED,LED50S,Yes,58,UHD,67,799,53533,60,Premium,4,A,50.64154414,10,July
North,LG,LED,LED50S,Yes,58,FHD,86,799,68714,120,Premium,3,A,26.70190509,4,July
Bekaa,TCL,LED,LED50S,Yes,58,UHD,72,814,58608,120,Premium,4,A,58.7441912,4,July
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,65,816,53040,60,Basic,4,A,51.2303993,10,July
Bekaa,TCL,LED,LED50S,Yes,58,UHD,74,817,60458,120,Premium,4,A,110.1453585,4,July
Bekaa,Panasonic,LED,PLED43S,Yes,52,FHD,121,823,99583,60,Basic,3,C,25.32077207,10,January
Bekaa,Samsung,LED,LED50S,Yes,58,FHD,68,826,56168,60,Basic,4,A,51.2303993,10,July
North,Panasonic,LED,LED50S,Yes,58,FHD,86,829,71294,120,Premium,3,A,88.1162868,4,July
Bekaa,LG,LED,LED50S,Yes,58,FHD,63,841,52983,120,Basic,4,A,75.96231621,4,July
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,69,847,58443,60,Premium,4,A,68.84084907,10,July
Bekaa,LG,LED,LED50S,Yes,58,FHD,74,853,63122,60,Basic,4,A,26.70190509,10,July
Bekaa,LG,LED,LED50S,Yes,58,UHD,68,864,58752,60,Premium,3,A,110.1453585,10,July
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,68,866,58888,120,Premium,4,A,48.95349267,4,July
Bekaa,Panasonic,LED,LED50S,Yes,58,UHD,72,885,63720,120,Premium,3,A,26.70190509,4,July
Bekaa,LG,LED,LED50S,Yes,58,UHD,68,888,60384,60,Basic,4,A,88.1162868,10,July
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,70,893,62510,120,Premium,4,A,176.2325736,4,July
Bekaa,Panasonic,LED,LED50S,Yes,58,UHD,73,894,65262,120,Basic,4,A,137.6816981,4,July
Bekaa,LG,LED,LED50S,Yes,58,UHD,59,896,52864,60,Premium,4,A,25.32077207,10,July
Beirut,Panasonic,LED,PLED40S,Yes,65,UHD,56,907,50792,60,Premium,3,B,34.15359954,10,July
Bekaa,TCL,LED,PLED50S,Yes,45,UHD,98,910,89180,60,Enhanced,3,B,58.7441912,10,July
Bekaa,Sony,LED,LED50S,Yes,58,UHD,68,912,62016,120,Basic,4,A,176.2325736,4,July
North,Sony,LED,PLED32S,Yes,65,UHD,93,912,84816,60,Enhanced,3,D,68.84084907,10,July
Beirut,LG,LED,PLED50,Yes,55,UHD,87,913,79431,120,Premium,3,E,32.63566178,4,July
Bekaa,Panasonic,LED,LED50S,Yes,58,UHD,66,914,60324,60,Basic,4,A,19.58139707,10,July
Bekaa,Samsung,LED,LED50S,Yes,58,UHD,63,917,57771,60,Premium,4,A,44.0581434,10,July
Bekaa,LG,LED,LED50S,Yes,58,UHD,69,923,63687,120,Premium,4,A,55.07267925,4,July
South,LG,LED,PLED32S,Yes,52,FHD,87,925,80475,120,Enhanced,3,B,34.15359954,4,July
Bekaa,LG,LED,LED50S,Yes,65,HD,68,926,62968,60,Premium,3,A,151.9246324,10,July
North,Sony,LED,PLED41S,Yes,65,FHD,101,928,93728,60,Enhanced,2,A,84.72719885,10,January
North,LG,LED,PLED50,Yes,75,HD,107,930,99510,120,Enhanced,2,C,25.32077207,4,July
Bekaa,Sony,LED,LED50S,Yes,65,FHD,60,932,55920,60,Basic,4,A,68.84084907,10,July
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,72,937,67464,120,Basic,4,A,29.3720956,4,July
Bekaa,TCL,LED,LED50S,Yes,65,FHD,68,941,63988,60,Premium,4,A,48.95349267,10,July
Bekaa,Samsung,LED,LED50S,Yes,65,FHD,56,950,53200,60,Premium,4,A,107.4588863,10,July
Bekaa,TCL,LED,LED50S,Yes,65,FHD,56,951,53256,60,Premium,4,A,88.1162868,10,July
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,56,954,53424,60,Basic,4,A,40.05285764,10,July
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,58,958,55564,60,Premium,3,A,75.96231621,10,July
Bekaa,LG,LED,LED50S,Yes,65,FHD,67,962,64454,60,Premium,4,A,42.36359942,10,July
Mount Lebanon,TCL,LED,LED 55U,Yes,55,HD,117,963,112671,60,Premium,3,A,55.07267925,10,January
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,68,965,65620,120,Premium,3,A,34.15359954,4,July
North,Panasonic,LED,PLED25,Yes,40,UHD,100,969,96900,60,Enhanced,4,E,107.4588863,10,January
Bekaa,LG,LED,LED50S,Yes,65,FHD,68,972,66096,120,Basic,4,A,36.7151195,4,July
Mount Lebanon,TCL,LED,T43,Yes,40,UHD,79,975,77025,60,Enhanced,2,D,32.63566178,10,July
Bekaa,LG,LED,LED50S,Yes,65,FHD,74,977,72298,60,Premium,4,A,107.4588863,10,July
Bekaa,LG,LED,LED50S,Yes,65,FHD,55,978,53790,60,Premium,4,A,88.1162868,10,July
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,62,980,60760,120,Premium,4,A,35.81962878,4,July
Bekaa,LG,LED,LED50S,Yes,65,FHD,60,985,59100,60,Premium,4,A,110.1453585,10,July
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,62,986,61132,120,Premium,4,A,58.7441912,4,July
Beirut,LG,LED,T43,Yes,58,HD,93,990,92070,60,Enhanced,3,E,35.81962878,10,July
Bekaa,TCL,LED,LED50S,Yes,65,FHD,58,991,57478,120,Premium,4,A,26.70190509,4,July
North,LG,LED,PLED32S,Yes,52,FHD,125,994,124250,120,Premium,3,A,97.90698534,4,July
Bekaa,TCL,LED,LED50S,Yes,65,FHD,74,999,73926,120,Premium,4,A,26.70190509,4,July
Bekaa,LG,LED,PLED29,Yes,52,HD,94,1004,94376,120,Basic,3,D,68.84084907,4,July
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,69,1007,69483,60,Premium,4,A,68.84084907,10,July
Bekaa,Sony,LED,LED50S,Yes,65,UHD,66,1012,66792,60,Premium,3,A,28.24239962,10,July
Bekaa,TCL,LED,LED50S,Yes,65,FHD,56,1012,56672,120,Premium,4,A,35.81962878,4,July
Bekaa,Sony,LED,LED50S,Yes,65,UHD,59,1013,59767,60,Premium,3,A,67.78175908,10,July
Bekaa,LG,LED,LED50S,Yes,65,FHD,68,1013,68884,120,Premium,3,A,80.10571528,4,July
Bekaa,LG,LED,LED50S,Yes,65,FHD,68,1016,69088,120,Premium,4,A,88.1162868,4,July
Bekaa,Samsung,LED,LED50S,Yes,65,FHD,57,1018,58026,120,Premium,4,A,88.1162868,4,July
Bekaa,Samsung,LED,LED50S,Yes,65,FHD,63,1019,64197,120,Premium,4,A,50.64154414,4,July
Bekaa,Sony,LED,LED50S,Yes,65,FHD,58,1031,59798,60,Basic,4,A,75.96231621,10,July
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,54,1031,55674,120,Basic,4,A,29.3720956,4,July
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,70,1033,72310,60,Premium,3,A,151.9246324,10,July
Bekaa,Sony,LED,LED50S,Yes,65,FHD,63,1033,65079,60,Basic,4,A,40.05285764,10,July
Mount Lebanon,LG,LED,LED65U,Yes,43,UHD,92,1033,95036,120,Basic,3,B,110.1453585,4,July
Bekaa,LG,LED,LED50S,Yes,65,FHD,67,1034,69278,60,Premium,4,A,25.32077207,10,July
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,65,1038,67470,60,Premium,4,A,137.6816981,10,July
Bekaa,TCL,LED,LED50S,Yes,65,FHD,70,1040,72800,120,Premium,4,A,29.3720956,4,July
Bekaa,TCL,LED,LED50S,Yes,65,FHD,59,1041,61419,120,Premium,4,A,50.64154414,4,July
South,Panasonic,LED,PLE45S,Yes,50,UHD,108,1041,112428,120,Premium,3,C,107.4588863,4,July
North,Samsung,LED,PLED50S,Yes,45,HD,122,1044,127368,60,Basic,3,E,102.4607986,10,January
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,65,1045,67925,120,Basic,4,A,22.59391969,4,July
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,61,1049,63989,60,Basic,4,A,40.05285764,10,July
Bekaa,Samsung,LED,LED50S,Yes,65,FHD,59,1053,62127,120,Premium,4,A,32.63566178,4,July
South,Panasonic,LED,PLE45S,Yes,65,HD,86,1058,90988,60,Premium,3,B,19.58139707,10,July
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,55,1062,58410,60,Basic,4,A,37.9811581,10,July
Bekaa,Panasonic,LED,LED50S,Yes,65,FHD,60,1069,64140,60,Premium,4,A,97.90698534,10,July
Bekaa,LG,LED,LED50S,Yes,65,UHD,70,1073,75110,60,Premium,4,A,42.36359942,10,July
Beirut,Panasonic,LED,LED 55U,Yes,45,HD,71,1080,76680,60,Basic,2,D,50.64154414,10,July
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,54,1084,58536,120,Premium,4,A,48.95349267,4,July
Bekaa,LG,LED,LED50S,Yes,65,UHD,65,1088,70720,120,Premium,4,A,58.7441912,4,July
Bekaa,Sony,LED,LED50S,Yes,65,UHD,68,1091,74188,120,Basic,4,A,50.64154414,4,July
Bekaa,TCL,LED,LED50S,Yes,65,UHD,60,1094,65640,60,Premium,4,A,29.3720956,10,July
Bekaa,TCL,LED,LED50S,Yes,65,UHD,54,1097,59238,120,Premium,4,A,45.89389938,4,July
Bekaa,TCL,LED,LED50S,Yes,65,UHD,60,1098,65880,60,Premium,4,A,40.05285764,10,July
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,55,1105,60775,60,Premium,3,A,58.7441912,10,July
Bekaa,Sony,LED,LED75U,Yes,65,HD,95,1113,105735,60,Enhanced,3,C,34.15359954,10,July
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,53,1119,59307,60,Premium,4,A,29.3720956,10,July
Bekaa,Sony,LED,LED50S,Yes,65,UHD,57,1125,64125,120,Basic,4,A,151.9246324,4,July
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,56,1125,63000,60,Basic,4,A,33.89087954,10,July
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,51,1130,57630,120,Premium,4,A,44.0581434,4,July
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,66,1131,74646,60,Premium,4,A,37.9811581,10,July
Bekaa,Sony,LED,LED50S,Yes,65,UHD,63,1135,71505,60,Premium,4,A,19.58139707,10,July
Bekaa,Samsung,LED,LED50S,Yes,65,UHD,48,1139,54672,120,Premium,4,A,84.72719885,4,July
Bekaa,LG,LED,LED50S,Yes,65,UHD,55,1139,62645,60,Premium,4,A,37.9811581,10,July
Bekaa,Panasonic,LED,LED50S,Yes,65,UHD,60,1160,69600,60,Premium,3,A,80.10571528,10,July
Beirut,Samsung,LED,PLED50S,Yes,52,UHD,109,1160,126440,120,Enhanced,3,E,35.81962878,4,July
Bekaa,Sony,LED,LED50S,Yes,65,UHD,58,1172,67976,120,Basic,4,A,75.96231621,4,July
Bekaa,Sony,LED,LED50S,Yes,65,UHD,56,1181,66136,60,Basic,4,A,84.72719885,10,July
Bekaa,LG,LED,LED50S,Yes,65,UHD,46,1182,54372,60,Premium,4,A,26.70190509,10,July
Bekaa,LG,LED,LED50S,Yes,65,UHD,53,1187,62911,60,Premium,4,A,176.2325736,10,July
Bekaa,LG,LED,LED50S,Yes,75,UHD,51,1202,61302,120,Premium,4,A,34.15359954,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,49,1213,59437,60,Premium,4,A,19.58139707,10,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,60,1216,72960,60,Basic,4,A,68.84084907,10,July
Bekaa,Samsung,LED,LED50S,Yes,75,UHD,56,1235,69160,120,Premium,4,A,51.2303993,4,July
Bekaa,Samsung,LED,LED50S,Yes,75,UHD,55,1237,68035,120,Premium,4,A,25.32077207,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,55,1241,68255,60,Premium,4,A,58.7441912,10,July
Bekaa,Sony,LED,LED50S,Yes,75,FHD,55,1258,69190,120,Premium,4,A,88.1162868,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,48,1267,60816,120,Premium,3,A,151.9246324,4,July
Bekaa,LG,LED,LED50S,Yes,75,UHD,48,1268,60864,60,Premium,4,A,37.9811581,10,July
Bekaa,LG,LED,LED50S,Yes,75,UHD,42,1270,53340,60,Premium,4,A,102.4607986,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,51,1280,65280,120,Premium,3,A,88.1162868,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,53,1280,67840,60,Premium,4,A,107.4588863,10,July
Bekaa,LG,LED,LED50S,Yes,75,UHD,47,1283,60301,60,Premium,4,A,137.6816981,10,July
North,LG,LED,PLED43S,Yes,40,UHD,83,1285,106655,60,Enhanced,3,B,151.9246324,10,July
Bekaa,Samsung,LED,LED50S,Yes,75,FHD,46,1290,59340,60,Premium,4,A,26.70190509,10,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,50,1303,65150,120,Premium,4,A,58.7441912,4,July
Beirut,LG,LED,PLED32,Yes,52,FHD,55,1304,71720,120,Basic,3,B,67.78175908,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,45,1308,58860,120,Premium,4,A,67.78175908,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,42,1314,55188,60,Premium,4,A,53.72944317,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,43,1315,56545,120,Premium,4,A,29.3720956,4,July
Mount Lebanon,Samsung,LED,LED55,Yes,65,HD,73,1324,96652,120,Enhanced,3,D,68.84084907,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,50,1328,66400,60,Premium,3,A,137.6816981,10,July
Bekaa,LG,LED,T41,Yes,40,FHD,110,1351,148610,60,Basic,3,A,67.78175908,10,January
Bekaa,Sony,LED,LED50S,Yes,75,UHD,51,1363,69513,120,Premium,4,A,88.1162868,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,46,1368,62928,60,Premium,4,A,102.4607986,10,July
Bekaa,Samsung,LED,LED50S,Yes,75,UHD,44,1370,60280,60,Premium,4,A,40.05285764,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,40,1394,55760,120,Premium,4,A,22.59391969,4,July
Bekaa,Sony,LED,LED50S,Yes,75,FHD,41,1403,57523,120,Premium,4,A,19.58139707,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,45,1407,63315,120,Premium,4,A,176.2325736,4,July
Bekaa,Sony,LED,LED50S,Yes,75,FHD,37,1408,52096,120,Premium,3,A,107.4588863,4,July
Bekaa,LG,LED,LED50S,Yes,75,FHD,47,1409,66223,60,Premium,4,A,88.1162868,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,41,1409,57769,60,Premium,4,A,44.0581434,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,38,1441,54758,120,Premium,4,A,97.90698534,4,July
Beirut,Panasonic,LED,T40,Yes,45,HD,93,1448,134664,60,Premium,2,A,36.7151195,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,41,1467,60147,120,Premium,4,A,107.4588863,4,July
Bekaa,LG,LED,LED50S,Yes,75,UHD,41,1476,60516,120,Premium,4,A,53.72944317,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,40,1479,59160,60,Premium,4,A,29.3720956,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,42,1491,62622,60,Premium,4,A,35.81962878,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,34,1492,50728,120,Premium,4,A,137.6816981,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,39,1507,58773,60,Premium,4,A,84.72719885,10,July
Bekaa,LG,LED,LED50S,Yes,75,UHD,40,1530,61200,120,Premium,4,A,107.4588863,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,39,1532,59748,120,Premium,4,A,34.15359954,4,July
Bekaa,LG,LED,LED50S,Yes,75,UHD,39,1543,60177,60,Premium,4,A,84.72719885,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,32,1557,49824,60,Premium,4,A,33.89087954,10,July
Bekaa,LG,LED,LED50S,Yes,75,UHD,35,1567,54845,120,Premium,4,A,26.70190509,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,FHD,32,1591,50912,60,Premium,4,A,97.90698534,10,July
South,TCL,LED,PLED50S,Yes,50,HD,18,1604,28872,120,Premium,4,E,42.36359942,4,July
Bekaa,LG,LED,LED50S,Yes,75,UHD,30,1607,48210,120,Premium,4,A,28.24239962,4,July
Bekaa,Sony,LED,LED50S,Yes,75,FHD,32,1639,52448,120,Premium,4,A,176.2325736,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,30,1662,49860,60,Premium,4,A,28.24239962,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,28,1673,46844,120,Premium,4,A,55.07267925,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,27,1674,45198,60,Premium,4,A,35.81962878,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,29,1688,48952,60,Premium,4,A,68.84084907,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,30,1692,50760,60,Premium,4,A,25.32077207,10,July
North,Sony,LED,PLED50S,Yes,75,UHD,104,1703,177112,120,Basic,3,C,40.05285764,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,28,1720,48160,60,Premium,4,A,151.9246324,10,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,24,1792,43008,60,Premium,4,A,26.70190509,10,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,23,1796,41308,60,Premium,4,A,22.59391969,10,July
Beirut,Sony,LED,T40,Yes,55,HD,71,1797,127587,120,Basic,3,C,75.96231621,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,21,1799,37779,120,Premium,4,A,37.9811581,4,July
Bekaa,Panasonic,LED,LED50S,Yes,75,UHD,23,1817,41791,60,Premium,4,A,68.84084907,10,July
North,Samsung,LED,T41,Yes,50,FHD,82,1913,156866,60,Premium,3,D,84.72719885,10,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,15,1924,28860,120,Premium,4,A,84.72719885,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,13,1959,25467,60,Premium,4,A,25.32077207,10,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,13,1969,25597,120,Premium,4,A,68.84084907,4,July
Bekaa,Sony,LED,LED50S,Yes,75,UHD,13,1971,25623,60,Premium,4,A,53.72944317,10,July
Beirut,Panasonic,LED,LED50U,Yes,55,FHD,81,100,8100,60,Enhanced,3,D,151.9246324,10,June
South,Sony,LED,LED52,Yes,52,UHD,91,100,9100,120,Premium,2,C,88.1162868,4,June
Bekaa,Panasonic,LED,PLED50,Yes,55,UHD,91,100,9100,120,Basic,2,A,137.6816981,4,June
North,Panasonic,LED,T32,Yes,40,UHD,31,100,3100,60,Enhanced,3,C,110.1453585,10,June
North,LG,LED,T58,Yes,55,HD,124,100,12400,60,Premium,2,A,33.89087954,10,June
Bekaa,LG,LED,T58,Yes,52,FHD,108,100,10800,60,Basic,2,C,102.4607986,10,June
North,TCL,LED,LED50S,Yes,40,UHD,72,100,7200,120,Enhanced,2,C,110.1453585,4,June
North,Samsung,LED,T58,Yes,40,FHD,95,100,9500,120,Enhanced,3,C,44.0581434,4,June
Mount Lebanon,LG,LED,T40,Yes,52,UHD,84,100,8400,60,Enhanced,3,D,67.78175908,10,June
Mount Lebanon,Panasonic,LED,PLED50,Yes,45,FHD,86,100,8600,120,Basic,3,E,34.15359954,4,June
South,LG,LED,LED50S,Yes,43,FHD,104,100,10400,60,Basic,3,D,68.84084907,10,June
South,Samsung,LED,T58,Yes,58,FHD,94,100,9400,60,Basic,3,E,51.2303993,10,June
Bekaa,Samsung,LED,PLED50S,Yes,50,FHD,39,100,3900,60,Basic,3,B,58.7441912,10,June
Beirut,TCL,LED,PLED25,Yes,43,HD,99,100,9900,60,Premium,3,E,67.78175908,10,June
South,Samsung,LED,PLED41,Yes,50,UHD,71,100,7100,120,Enhanced,3,D,68.84084907,4,June
Beirut,Samsung,LED,LED55,Yes,55,FHD,81,100,8100,120,Basic,3,A,35.81962878,4,June
Mount Lebanon,Sony,LED,PLED25,Yes,55,HD,90,100,9000,60,Enhanced,3,D,110.1453585,10,June
Beirut,Samsung,LED,PLED40S,Yes,65,UHD,85,100,8500,120,Enhanced,3,E,88.1162868,4,June
Mount Lebanon,Samsung,LED,T32,Yes,75,FHD,106,100,10600,120,Basic,3,B,29.3720956,4,June
North,Sony,LED,T58,Yes,40,HD,103,100,10300,120,Enhanced,3,B,45.89389938,4,June
Bekaa,LG,LED,T40,Yes,58,HD,97,100,9700,60,Premium,3,D,25.32077207,10,June
Mount Lebanon,TCL,LED,PLED43S,Yes,52,HD,36,100,3600,60,Premium,2,A,32.63566178,10,June
North,TCL,LED,LED55,Yes,40,HD,91,107,9737,60,Premium,4,C,97.90698534,10,June
Beirut,Sony,LED,PLED29,Yes,65,UHD,82,112,9184,60,Basic,3,D,102.4607986,10,June
Mount Lebanon,TCL,LED,T40,Yes,50,FHD,118,121,14278,120,Enhanced,2,B,67.78175908,4,June
Bekaa,Sony,LED,PLED29,Yes,50,FHD,99,140,13860,60,Premium,3,E,28.24239962,10,June
Beirut,Sony,LED,PLED32,Yes,45,UHD,91,151,13741,120,Premium,3,C,25.32077207,4,June
Bekaa,TCL,LED,PLED45S,Yes,40,HD,103,184,18952,120,Enhanced,3,A,50.64154414,4,June
South,LG,LED,PLED29,Yes,52,HD,78,196,15288,120,Basic,2,A,50.64154414,4,June
Bekaa,Panasonic,LED,LED 55U,Yes,55,HD,101,242,24442,60,Enhanced,3,C,42.36359942,10,June
Bekaa,Sony,LED,PLED29,Yes,58,HD,79,257,20303,60,Enhanced,3,E,107.4588863,10,June
South,LG,LED,T32,Yes,40,HD,94,261,24534,60,Basic,2,D,45.89389938,10,June
Beirut,LG,LED,PLED50,Yes,40,HD,101,261,26361,60,Basic,2,D,29.3720956,10,June
South,Samsung,LED,LED50U,Yes,40,HD,94,262,24628,60,Basic,2,D,88.1162868,10,June
Beirut,LG,LED,LED55,Yes,40,HD,101,262,26462,120,Basic,2,D,40.05285764,4,June
Beirut,LG,LED,LED65U,Yes,75,UHD,68,264,17952,60,Enhanced,3,A,51.2303993,10,June
South,LG,LED,LED50U,Yes,40,HD,93,266,24738,60,Basic,2,D,88.1162868,10,June
South,Samsung,LED,PLED32,Yes,40,HD,93,267,24831,60,Basic,2,D,45.89389938,10,June
South,LG,LED,PLED41,Yes,40,HD,94,269,25286,60,Basic,2,D,53.72944317,10,June
Beirut,Samsung,LED,LED65U,Yes,40,HD,98,273,26754,120,Basic,2,D,67.78175908,4,June
South,Samsung,LED,PLED32S,Yes,40,FHD,93,275,25575,60,Basic,2,D,45.89389938,10,June
South,Samsung,LED,PLED32,Yes,40,FHD,93,277,25761,60,Basic,2,D,45.89389938,10,June
South,LG,LED,LED55U,Yes,40,FHD,93,277,25761,120,Basic,2,D,80.10571528,4,June
South,Samsung,LED,LED55U,Yes,40,FHD,94,277,26038,120,Basic,2,D,80.10571528,4,June
South,LG,LED,PLED40S,Yes,40,FHD,94,277,26038,60,Basic,2,D,36.7151195,10,June
South,Samsung,LED,T32,Yes,40,FHD,93,278,25854,60,Basic,2,D,45.89389938,10,June
North,Panasonic,LED,PLED25,Yes,45,FHD,98,278,27244,60,Basic,3,C,107.4588863,10,June
